id,category,position,title,description,price,state,labels,originalImageUrl,localImagePath
10639334,벨기에와플,2,베리베리와플,"달콤하고 바삭한 벨기에 리에제 와플 위에
상큼한 딸기와 블루베리, 부드러운 생크림을 듬뿍 올린 디저트",12000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-09/1a6b41c9-6fb9-4d76-9d9a-ac9f2dac4921,assets/toss-menu/images/011-벨기에와플-베리베리와플.jpg
7735791,벨기에와플,3,클래식 와플,벨기에산 천연 펄슈가가 와플 사이사이에 콕콕 박혀있어 고유의 달콤함이 더해진 벨기에 클래식 와플,6000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-05/7091f1aa-5c0a-4838-bad3-27e2c6723015,assets/toss-menu/images/012-벨기에와플-클래식-와플.jpg
7735910,벨기에와플,4,[저당]메이플 시나몬 와플,"저당이지만 맛은 그대로! 저당 메이플 시럽으로
풍미와 다이어트를 고려한 벨기에 와플 🧇",6900,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-05/53cec940-10cb-4541-a1c4-ad85bfd3fe95,assets/toss-menu/images/013-벨기에와플-저당-메이플-시나몬-와플.jpg
7735937,벨기에와플,5,블루베리&크림치즈 와플,[슈퍼푸드]블루베리와 크림치즈를 토핑한  벨기에 와플 ,8800,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-05/309d30f9-fb8d-4759-a6e5-c77ac579ba7b,assets/toss-menu/images/014-벨기에와플-블루베리-크림치즈-와플.jpg
7736391,벨기에와플,7,애플잼  와플,"국산 사과로 만든 애플잼을 사용해
사과 알맹이가 살아 있는 식감과
자연스러운 달콤함이 매력적인 와플이에요.
버터 향 가득한 따뜻한 와플과 함께 상큼하게 즐겨보세요 🍎🧇",8000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-05/99c5fb5e-bf0f-4f4c-b501-b239dcd7eeec,assets/toss-menu/images/015-벨기에와플-애플잼-와플.jpg
7853022,벨기에와플,8,클래식 와플&커피 세트,달콤한 클래식 와플과 커피를 세트로 만나보세요,10000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-09-27/90db900b-3846-425d-a1df-b37dee5da353,assets/toss-menu/images/016-벨기에와플-클래식-와플-커피-세트.jpg
7965785,벨기에와플,9,와플 3개팩,"바삭하고 쫄깃한 벨기에 와플 3개,
가볍게 즐기기 좋은 구성",17500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-10-01/d04d6ee8-d9ab-4ede-bd8b-ebd0bb618765,assets/toss-menu/images/017-벨기에와플-와플-3개팩.png
8433327,벨기에와플,10,아이스크림 와플,유지방 고함량 호텔 아이스크림을 따듯한 와플과 함께 ^_^,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-10-24/1a0cbe35-21ed-463d-b5e3-1d01335e7de6,assets/toss-menu/images/018-벨기에와플-아이스크림-와플.jpg
7826722,벨기에와플,11,딸기잼 와플,"달콤한 딸기잼을 토핑해
상큼함이 살아있는 벨기에 와플 🍓🧇",7000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-05/103d083d-526c-4ba8-b994-be47385ed332,assets/toss-menu/images/019-벨기에와플-딸기잼-와플.jpg
6979310,클루미 감정포션,1,[클루미] 파인애플에이드,"파인애플 과육이 씹히는
기분 좋은 달콤상큼 파인애플 에이드",6000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-30/92e3c5f0-ef45-40cd-b1a3-c713c5addadc,assets/toss-menu/images/020-클루미-감정포션-클루미-파인애플에이드.jpg
6979343,클루미 감정포션,2,[드로피] 블루레몬에이드,"상큼한 레몬에 파란빛을 더해
기분 전환에 어울리는 블루레몬에이드 💙🍋",6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-02-01/3b4ea4c3-7956-4199-8154-e649174142cf,assets/toss-menu/images/021-클루미-감정포션-드로피-블루레몬에이드.jpg
6986372,클루미 감정포션,3,[윈디] 솔티드 모카,"짙은 초콜릿과 커피의 풍미에
은은한 소금이 어우러진 달콤짭짤한 솔티드 모카 ☕🍫",6500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-02-01/c355f2aa-5045-470e-9af4-ba6d29d46199,assets/toss-menu/images/022-클루미-감정포션-윈디-솔티드-모카.jpg
6986480,클루미 감정포션,4,[스텔라] 딸기주스,"잘 익은 생딸기를 통째로 갈아
상큼함과 달콤함이 살아있는 한 잔",7500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-02-01/623bf7fd-1ce5-422b-b4a1-f096addcaa9a,assets/toss-menu/images/023-클루미-감정포션-스텔라-딸기주스.jpg
6986481,클루미 감정포션,5,[미스트] 블루라떼,"푹신한 구름 위에 올라간 듯,
부드러운 화이트 초콜릿에 하늘의 빛을 담은 음료",7500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-02-01/b2512be1-179a-4d79-9d7f-2150a08cb25a,assets/toss-menu/images/024-클루미-감정포션-미스트-블루라떼.jpg
6986486,클루미 감정포션,7,[루티] 제주말차라떼,"제주에서 온 말차의 깊은 쌉싸름함과
우유의 부드러움이 조화로운 한 잔",6500,SOLD_OUT,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-02-01/ad8a57d4-735b-41d4-a132-9d77a5ae6bd2,assets/toss-menu/images/025-클루미-감정포션-루티-제주말차라떼.jpg
6986485,클루미 감정포션,8,[플래미] 노을에이드,"저녁 노을을 닮은 빛깔에
레몬 향이 은은하게 퍼지는 새콤달콤 티 에이드",6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-30/0636436a-6b39-4533-bd34-0ee9ef8bb6a5,assets/toss-menu/images/026-클루미-감정포션-플래미-노을에이드.jpg
9142726,인기 메뉴,1,[시그니처]합정라떼,깊은 에스프레소에 버터스카치의 달콤함을 더한 부드러운 라떼.,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-11-22/c54699b1-657d-4aac-a19e-fa07ed80d560,assets/toss-menu/images/027-인기-메뉴-시그니처-합정라떼.jpg
9142742,인기 메뉴,2,[시그니처]상수라떼,"특제 우유로 만들어 고소함이 더 진한 라떼.
부드럽고 풍미가 깊어 편하게 마시기 좋아요",6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-11-22/6f49a1f7-d4b5-490f-9bf2-b6d32053c994,assets/toss-menu/images/028-인기-메뉴-시그니처-상수라떼.jpg
8748567,인기 메뉴,3,아이스크림브라우니,"진한 초콜릿 브라우니 위에 부드러운 바닐라 아이스크림을 올렸어요.
따뜻함과 차가움이 만나 한 입만으로도 충분히 행복해지는 디저트",9000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-09/3786e97e-8890-4796-a49a-f32fce66094c,assets/toss-menu/images/029-인기-메뉴-아이스크림브라우니.jpg
10683603,인기 메뉴,7,[시즌]베리베리와플,"달콤하고 바삭한 벨기에 리에제 와플 위에
상큼한 딸기와 블루베리, 부드러운 생크림을 듬뿍 올린 디저트",12000,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-31/033d8200-a0e1-4d12-ab50-3d9ff55f8677,assets/toss-menu/images/030-인기-메뉴-시즌-베리베리와플.jpg
9820365,인기 메뉴,8,[No.1] 딸기왕창와플,"신선한 설향 딸기를 왕창 올리고
바닐라 아이스크림과 부드러운 크림을 더한 달콤함이 가득한 딸기왕창와플 🍓🍨",12000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-12-21/28f19693-2553-48c8-8469-d2787c0cf901,assets/toss-menu/images/031-인기-메뉴-no-1-딸기왕창와플.jpg
10077936,인기 메뉴,9,삿포로 딸기파르페,"계절 과일의 상큼함을 담아 가볍고 산뜻하게 즐기는 과일 파르페입니다.
향긋하고 달콤한 설향딸기가 올라가 한입 한입 더 특별한 맛을 선물해요. 🍓❄️",12000,SOLD_OUT,,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-04/b7a91033-7774-4d96-b1b1-765df884cdd5,assets/toss-menu/images/032-인기-메뉴-삿포로-딸기파르페.jpg
6978203,커피,1,에스프레소,곱게 간 커피에 고압의 물을 통과시켜 추출한 진하고 농축된 커피,4500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/662d9720-ad5c-4ac4-ae89-c85affe9324c,assets/toss-menu/images/033-커피-에스프레소.png
6960804,커피,2,아메리카노,에스프레소에 물을 더해 깔끔하고 깊은 풍미의 커피,5000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/a68035ca-5eb2-4f62-8e79-5c5195129ce1,assets/toss-menu/images/034-커피-아메리카노.jpg
7034709,커피,4,카푸치노,진한 에스프레소에 폭신한 밀크폼을 더해 부드럽게 즐기는 정통 카푸치노,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-09/4e4c4d47-c9cc-4b3e-ad50-dcb3da02297a,assets/toss-menu/images/035-커피-카푸치노.jpg
6978418,커피,5,플랫화이트,진한 에스프레소에 부드러운 우유를 더한 크리미한 커피,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/907579a1-9993-4685-a987-fc41101e1f82,assets/toss-menu/images/036-커피-플랫화이트.jpg
7154988,커피,6,합정라떼,깊은 에스프레소에 버터스카치의 달콤함을 더한 부드러운 라떼.,6000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-09-20/71bd114a-0912-408b-9a9f-34620e88fbdf,assets/toss-menu/images/037-커피-합정라떼.jpg
6978463,커피,7,바닐라라떼,바닐라빈 시럽이 더해진 달콤하고 부드러운 라떼,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/a71a3699-96e3-41fb-b344-3925207d4cb8,assets/toss-menu/images/038-커피-바닐라라떼.png
6999994,커피,8,아몬드라떼,아몬드 시럽이 더해진 고소하고 부드러운 라떼,6000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-24/691fb4b2-ae82-441e-987d-3e52e32bf623,assets/toss-menu/images/039-커피-아몬드라떼.png
6978481,커피,9,헤이즐넛라떼,헤이즐넛 시럽이 더해진 고소하고 향긋한 라떼,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/366b99bf-6304-447e-9e59-bf43c84a91dc,assets/toss-menu/images/040-커피-헤이즐넛라떼.png
6997998,커피,10,땅콩크림라떼,고소한 땅콩크림이 더해진 달콤짭짤한 매력의 크리미한 라떼,7500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-11-18/e986312f-2199-4c57-904c-b07d84a5992c,assets/toss-menu/images/041-커피-땅콩크림라떼.jpg
7499596,커피,11,아포가토,에스프레소와 바닐라 아이스크림의 달콤한 조화,7000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-09-20/75a68c84-ec9b-4816-98be-ecaa4cf60783,assets/toss-menu/images/042-커피-아포가토.jpg
9018438,커피,12,상수라떼,"특제 우유로 만들어 고소함이 더 진한 라떼.
부드럽고 풍미가 깊어 편하게 마시기 좋아요",6000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-11-18/3fa027b7-5e2f-4244-93df-28ad231bd35e,assets/toss-menu/images/043-커피-상수라떼.jpg
11912174,커피,13,레몬 아메리카노,"첫맛은 레몬의 시트러스함이 입안을 깨우고, 끝맛은 원두 특유의 고소하고 쌉싸름한 풍미가 깔끔하게 마무리해줍니다.",6000,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-09/5fd196ce-3be0-445a-a3c8-b64dc0df6d5c,assets/toss-menu/images/044-커피-레몬-아메리카노.jpg
12829519,커피,14,애플 아메리카노,사과의 산뜻한 단맛과 진한 아메리카노의 청량한 조화,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-23/9a31ed11-9317-42a0-b5ed-3aad7bb48a0a,assets/toss-menu/images/045-커피-애플-아메리카노.jpg
12936713,커피,15,오렌지 비앙코,"오렌지의 상큼함과 부드러운 크림이 어우러진 커피
달콤쌉싸름한 매력의 시트러스 라떼",7500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-25/3cb521f8-4864-42e7-b1e3-658692267b22,assets/toss-menu/images/046-커피-오렌지-비앙코.jpg
12936816,커피,16,오렌지 아메리카노,"상큼한 오렌지와 깊은 커피가 어우러진 아메리카노
가볍고 청량한 시트러스 커피",6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-25/c8dc07de-a876-4f43-a47b-483916623336,assets/toss-menu/images/047-커피-오렌지-아메리카노.jpg
7628072,논커피,1,우리제주말차,"제주산 우리 말차와 부드러운 우유가 어우러진 말차라떼 🌿🥛
진한 풍미와 은은한 쌉싸름함이 조화로운,깊고 부드러운 한 잔입니다.",6500,SOLD_OUT,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-09-20/1ea29fc4-454d-4c42-8fa9-f45d7794b18d,assets/toss-menu/images/048-논커피-우리제주말차.jpg
6978834,논커피,2,딸기라떼,"신선한 딸기를 듬뿍 담아
달콤하고 상큼한 맛이 입 안 가득 퍼지는 딸기라떼 🍓🥛
한 모금이면 기분까지 즐거워지는 맛의 완성!",6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/80e518d6-9038-4f7f-b5bd-4af8c20c8a3b,assets/toss-menu/images/049-논커피-딸기라떼.png
6978817,논커피,3,딥초코라떼,"진한초콜릿과 부드러운 우유가 만나
깊고 풍부한 맛을 선사하는 딥 초코 라떼 ☕🍫
한 모금에 진한 초콜릿의 만족감을 느낄 수 있어요.",6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/d29c0b2f-5bd2-4c3a-ae32-c382ac071558,assets/toss-menu/images/050-논커피-딥초코라떼.png
11912204,논커피,5,호지차 라떼,녹차 찻잎을 고온에서 볶아내 떫은맛은 비우고 구수함은 가득 채웠습니다. 입안 가득 퍼지는 특유의 향긋한 볶음 향과 우유의 담백함이 만나 마치 인절미처럼 고소한 풍미를 선사합니다.,6500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-03-25/2b72dfd6-0b4d-4d5f-a33d-23cd8690965e,assets/toss-menu/images/051-논커피-호지차-라떼.jpg
8191084,논커피,6,크림 밤라떼,국산 밤의 깊은 풍미를 그대로 담은 밤에 부드러운 크림을 올린 라떼,7500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-10-19/692b90d7-e4a2-4966-a673-5707b9258ad1,assets/toss-menu/images/052-논커피-크림-밤라떼.jpg
8191069,논커피,7,크림고구마라떼,고구마를 직접 갈아 만든 페이스트에 부드러운 헤이즐넛 크림을 올린 고구마 라떼 🍠,7500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2025-10-17/1fc4f897-2562-4355-98c7-f9932f8de6d1,assets/toss-menu/images/053-논커피-크림고구마라떼.png
6979395,논커피,13,생과일딸기주스,신선하고 새콤달콤한 딸기를 주스로 드세요~,7500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-24/9afa10e1-1139-441d-bbe1-12f7f965c577,assets/toss-menu/images/054-논커피-생과일딸기주스.png
6981305,논커피,14,제주말차프라페,,7000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-24/dcc68527-a053-46d1-bbfb-fcced37c9457,assets/toss-menu/images/055-논커피-제주말차프라페.png
6981971,논커피,15,딥초코프라페,,7000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/2a669799-6b46-4407-821f-5e7b67a98776,assets/toss-menu/images/056-논커피-딥초코프라페.png
6981978,논커피,16,망코인프라페,망고와 코코넛의 환상적인 하모니,7000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/0086ad6b-8c1b-4470-9124-00063da99ff9,assets/toss-menu/images/057-논커피-망코인프라페.jpg
6978874,논커피,17,우유,디저트와 우유가 먹고 싶은 당신에게 바치는 신선한 우유,4100,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/541753c9-1592-4bd7-81a9-bcb398eb68b6,assets/toss-menu/images/058-논커피-우유.png
6979166,티,1,봄물결,봄바람에 흩날리는 꽃내음을 가득 머금은 싱그러운 제주의 봄을 그린 어린 잎 녹차 블렌딩 한 잔,6500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/30af44d6-9bc5-42fb-862c-c62985c9ad13,assets/toss-menu/images/059-티-봄물결.jpg
6979257,티,2,레몬석양,히비스커스가 그린 아름다운 바닷가 석양을 담은 수색에 레모니한 상큼함과 달콤한의 조화 한 잔,6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/fbe2749f-9fc9-42ad-a239-6b1acd44b140,assets/toss-menu/images/060-티-레몬석양.jpg
6979222,티,3,루이벨벳,깊고 부드러운 루이보스 위로 초콜릿 향이 천천히 내려앉아 마음을 벨벳처럼 감싸는 한 잔,6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/c0df2951-a89f-4db8-8559-b02eec39024c,assets/toss-menu/images/061-티-루이벨벳.jpg
6979241,티,4,현월호지,덖은 녹차와 호지차의 구수함과 진득한 달콤함을 가진 흑당의 콜라보레이션 한 잔,6500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/3355a36e-2a57-4af5-8588-7dff824fc7e1,assets/toss-menu/images/062-티-현월호지.jpg
6979179,티,5,멜롱망스,여름의 시원함과 달콤함을 머금은 머스크 멜론과 꽃내음 가득한 우롱차의 하모니 한 잔,6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/7388c254-4a19-4d96-a390-b1971a011d85,assets/toss-menu/images/063-티-멜롱망스.jpg
10686488,티,6,수월경화 티세트(5개입),부산 블루리본 서베이 등재 프리미엄 티 브랜드 수월경화 깊은 향과 부드러운 여운을 담은 티세트 🌿 ,15000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-31/df1bbc94-d529-4a1f-9d0a-f1b1016ebcae,assets/toss-menu/images/064-티-수월경화-티세트-5개입.png
10084541,티,7,레몬마테,,6000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-05/69bb14a7-ff0e-400b-8530-62b1f5ef147a,assets/toss-menu/images/065-티-레몬마테.jpg
6979125,티,8,복숭아아이스티,,5000,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-08-23/a9141e9f-6174-4181-8cf7-22022adc7e77,assets/toss-menu/images/066-티-복숭아아이스티.jpg
8092522,티,11,자몽차,"깊은 자몽의 상큼쌉싸름한 맛을 담은 과일차입니다.
진하게 우러난 과일 향과 깔끔한 뒷맛이 특징이에요.",6500,ON_SALE,,https://place-static.tossplace.com/public/live/PUBLIC/2025-10-11/6915588b-aea9-401f-9153-89e75bad6320,assets/toss-menu/images/067-티-자몽차.jpg
12131403,티,12,레몬차,,6500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-02/0d5f7d19-cced-42fd-ac05-515c249a7bab,assets/toss-menu/images/068-티-레몬차.jpg
12986704,삿포로파르페,4,옐로우 캐슬 파르페,"11가지 레이어로 쌓아 올린 애플 망고의 성, 상큼 자몽과 애플망고의 달콤함에 바닐라와 초콜릿 아이스크림 을 올린 다채로운 맛과 압도적인 비주얼의 시그니처 파르페",20000,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-27/c2237ec0-036c-4728-928c-e4c72d1afd92,assets/toss-menu/images/069-삿포로파르페-옐로우-캐슬-파르페.jpg
10641666,케이크&디저트,1,딸기포레누아,"상큼한 딸기, 부드러운 우유 크림, 달콤한 화이트 초콜릿이 만나 포근하게 완성된 딸기 케이크 🍓",11000,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-09/908a0029-e9d8-420f-84eb-5b5c1fccf695,assets/toss-menu/images/070-케이크-디저트-딸기포레누아.jpg
10197088,케이크&디저트,2,교토말차쇼콜라,"말차 가나슈와 부드러운 크림이 어우러진 화이트 초콜릿 말차 케이크, 한 입의 행복",9500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-10/2d3f6ee6-32c0-4606-89a8-30c8e355253a,assets/toss-menu/images/071-케이크-디저트-교토말차쇼콜라.jpg
10842350,케이크&디저트,3,얼그레이 무화과,"달콤한 무화과가 듬뿍 들어간 고소한 시트 위에,
향긋한 얼그레이 크림을 올린 부드러운 케이크 ☕🍰",9500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-02-07/8852e284-04b4-4f5f-84ad-625c84f6f021,assets/toss-menu/images/072-케이크-디저트-얼그레이-무화과.jpg
10192464,케이크&디저트,4,초콜릿로쉐케익,"부드러운 스페인산 고급 초콜릿 위에 고소하게 구운 헤이즐넛을 올려
한 입 베어 물면 진한 초콜릿 풍미가 가득 퍼지는 케이크",9500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-01-10/600646e8-b9a9-4a75-8c63-cf1024a73bbd,assets/toss-menu/images/073-케이크-디저트-초콜릿로쉐케익.jpg
11352437,케이크&디저트,5,레몬구름 토르테,"상큼하게 퍼지는 부드러운 레몬 커드와 레몬 제스트,
입안 가득 싱그러운 풍미를 채워주며 지친 하루에 생기를 더해주는 레몬 케이크.",9500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-03-05/6aa6454e-ccf2-4f56-8187-43e189d284d0,assets/toss-menu/images/074-케이크-디저트-레몬구름-토르테.jpg
12451098,케이크&디저트,6,슈크림케이크,입 안에서 부드럽게 퍼지는 슈크림의 크리미한 질감과 카라멜시트의 달콤하고 진한 여운이 담긴 폴란드 전통 디저트,9500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-11/225fe498-e18e-41b7-a18c-0ae0a1589e6e,assets/toss-menu/images/075-케이크-디저트-슈크림케이크.jpg
12069864,케이크&디저트,7,버터떡 (2개 세트),찹쌀의 쫀득한 식감에 버터의 깊고 고소한 풍미를 더한 요즘 가장 핫한 버터떡,5500,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-10/dc11a468-55c9-44b9-869d-9d6e4ea8ff26,assets/toss-menu/images/076-케이크-디저트-버터떡-2개-세트.jpg
12440627,케이크&디저트,8,버터떡 (4개 세트),찹쌀의 쫀득한 식감에 버터의 깊고 고소한 풍미를 더한 요즘 가장 핫한 버터떡,11000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-10/aeede396-caf9-4910-b284-669aca6263a5,assets/toss-menu/images/077-케이크-디저트-버터떡-4개-세트.jpg
10114893,케이크&디저트,9,아이스크림 브라우니,"진한 초콜릿 브라우니 위에
부드러운 바닐라 아이스크림을 올렸어요.
따뜻함과 차가움이 만나 한 입만으로도 충분히 행복해지는 디저트.",9000,ON_SALE,인기,https://place-static.tossplace.com/public/live/PUBLIC/2026-04-09/9165e0e1-a2fd-4131-a4c7-52ef45eaec7a,assets/toss-menu/images/078-케이크-디저트-아이스크림-브라우니.jpg
11622362,케이크&디저트,10,딸기  그래놀라 쫀득쿠키,부드럽고 진한 달콤함! 쫀득한 식감과 딸기 그래놀라가 함유된 디저트 쿠키,4500,ON_SALE,신규,https://place-static.tossplace.com/public/live/PUBLIC/2026-03-14/b21d3cfb-795d-4d71-998a-8e839aad2609,assets/toss-menu/images/079-케이크-디저트-딸기-그래놀라-쫀득쿠키.jpg
